,Flare_Number,Flare_ID,Trigger_Time,Max_FOXSI,Mean_FOXSI,Max_HiC,Mean_HiC,Max_FOXSI_C5,Mean_FOXSI_C5,Max_HiC_C5,Mean_HiC_C5,Flare_C5,Flare_Class,Flare_Max_Flux,Peak_Time,Start_to_Peak,Background_Flux,Flare_C5_10min
0,0.0,201702090041.0,539873220.0,2.7863276841344486e-07,2.587093774764071e-07,2.632550319958682e-07,2.397953551280807e-07,False,False,False,False,False,B3.8,3.8009338e-07,2017-02-09T00:50:00.000,9.0,1.1591767901109051e-07,False
1,1.0,201702090130.0,539876340.0,1.732371515572595e-06,1.0649356454450754e-06,1.732371515572595e-06,1.4098527572059538e-06,False,False,False,False,False,B4.3,4.3950894e-07,2017-02-09T01:40:00.000,10.0,1.0725744914452662e-07,False
2,2.0,201702090145.0,539876340.0,1.732371515572595e-06,1.0649356454450754e-06,1.732371515572595e-06,1.4098527572059538e-06,False,False,False,False,False,C1.7,1.7020639e-06,2017-02-09T01:51:00.000,6.0,1.7688651610114903e-07,False
5,5.0,201702090303.0,539881680.0,5.127723170517129e-07,4.908985715701419e-07,7.147122005335405e-07,5.295503910929256e-07,False,False,False,False,False,B8.7,8.738849e-07,2017-02-09T03:09:00.000,6.0,3.3869207527459366e-07,False
6,6.0,201702090321.0,539882640.0,9.476182754042384e-07,7.903665846242802e-07,7.961070309647766e-07,7.002174697845476e-07,False,False,False,False,False,C2.0,2.05077e-06,2017-02-09T03:26:00.000,5.0,4.693983726156148e-07,False
7,7.0,201702090526.0,539890500.0,8.770029467086715e-07,7.241578714456409e-07,7.79511879045458e-07,5.905216653445677e-07,False,False,False,False,False,B8.8,8.8815443e-07,2017-02-09T05:42:00.000,16.0,9.331724015737564e-08,False
8,8.0,201702090603.0,539892540.0,2.829094967182755e-07,2.6256810770064476e-07,2.829094967182755e-07,2.6976195499628375e-07,False,False,False,False,False,B5.2,5.298181e-07,2017-02-09T06:12:00.000,9.0,1.7459143464293447e-07,False
9,10.0,201702090651.0,539895600.0,5.775171416644298e-07,5.29473425103788e-07,5.794486810373201e-07,5.280501227389323e-07,False,False,False,False,False,C1.8,1.8020371e-06,2017-02-09T07:02:00.000,11.0,2.3858072495386295e-07,False
10,13.0,201702090929.0,539904960.0,1.4936804859644326e-07,1.2806529525732913e-07,1.3036195412041707e-07,1.1547169975756333e-07,False,False,False,False,False,B4.2,4.2583144e-07,2017-02-09T09:37:00.000,8.0,6.312729539104112e-08,False
11,17.0,201702091152.0,539913540.0,2.3090453282748058e-07,2.230539877245974e-07,2.2143393607620965e-07,2.2101282581843407e-07,False,False,False,False,False,B2.1,2.180733e-07,2017-02-09T12:04:00.000,12.0,5.344861619960284e-08,False
12,21.0,201702151231.0,540434220.0,2.020643279365686e-07,1.1895365759073684e-07,1.1836318947189284e-07,7.857778427933226e-08,False,False,False,False,False,B3.0,3.0003866e-07,2017-02-15T12:42:00.000,11.0,3.593305919480372e-08,False
13,22.0,201702170925.0,540595800.0,1.3034239998432895e-07,1.1245557374195414e-07,1.1432293689495054e-07,1.0345822687440887e-07,False,False,False,False,False,B2.0,2.007316e-07,2017-02-17T09:32:00.000,7.0,5.742113273754512e-08,False
14,35.0,201702201121.0,540861960.0,5.100956173009763e-07,4.305804850446293e-07,4.441285454959143e-07,3.772330217088893e-07,False,False,False,False,False,B6.3,6.3218783e-07,2017-02-20T11:29:00.000,8.0,1.3382695840391534e-07,False
15,36.0,201702201151.0,540863760.0,3.3045608915927005e-07,2.941337697848212e-07,3.0011923968231713e-07,2.700611503314576e-07,False,False,False,False,False,B5.2,5.2721157e-07,2017-02-20T11:56:00.000,5.0,2.4231860606960254e-07,False
16,37.0,201702201341.0,540870420.0,2.821642794970103e-07,2.6671588670978963e-07,2.730307926412934e-07,2.5285223159698944e-07,False,False,False,False,False,B7.9,7.9099254e-07,2017-02-20T13:48:00.000,7.0,1.713008686010653e-07,False
17,38.0,201702201412.0,540872340.0,1.0773447911560652e-06,8.533923505638086e-07,8.925334213927272e-07,6.909047556291625e-07,False,False,False,False,False,C1.1,1.1091099e-06,2017-02-20T14:25:00.000,13.0,1.6234230315603781e-07,False
18,39.0,201702201651.0,540882060.0,4.423462769409525e-07,3.983990097822243e-07,3.984231398135307e-07,3.7515613371397194e-07,False,False,False,False,False,B5.1,5.147059e-07,2017-02-20T17:03:00.000,12.0,1.9435853459981445e-07,False
19,43.0,201702210508.0,540926280.0,3.2219270451605553e-07,2.7956832582276547e-07,2.838140460426075e-07,2.537593957185891e-07,False,False,False,False,False,,4.102217e-07,2017-02-21T05:22:00.000,14.0,1.5237783657084947e-07,False
20,51.0,201702211909.0,540975540.0,1.8980736626872385e-07,1.75802583157747e-07,2.09147430041412e-07,1.8658427336504246e-07,False,False,False,False,False,,1.7987811e-07,2017-02-21T19:17:00.000,8.0,1.1908748831501725e-07,False
21,53.0,201702212241.0,540989460.0,3.724904331647849e-07,3.48465533761555e-07,3.531748973273352e-07,3.281068075011717e-07,False,False,False,False,False,,4.1777022e-07,2017-02-21T22:53:00.000,12.0,1.3076140703560668e-07,False
22,54.0,201702220133.0,540999840.0,1.0043333986686775e-06,9.236214282282162e-07,9.585601219441742e-07,8.400195952162903e-07,False,False,False,False,False,C1.0,1.0009262e-06,2017-02-22T01:51:00.000,18.0,1.55456717720881e-07,False
23,56.0,201702221258.0,541040760.0,5.4458973863802385e-06,4.259320576238679e-06,6.224247499631019e-06,5.192756361793727e-06,True,False,True,True,True,C6.3,6.3901207e-06,2017-02-22T13:27:00.000,29.0,1.3743063220772456e-07,True
25,60.0,201702222101.0,541069860.0,4.40944916135777e-07,3.6425683447305346e-07,3.7781302353323554e-07,3.1094219821170554e-07,False,False,False,False,False,B6.9,6.9678464e-07,2017-02-22T21:13:00.000,12.0,1.4980378182372078e-07,False
26,66.0,201702231032.0,541118760.0,6.891446560075565e-07,6.328018002932367e-07,6.588513770111604e-07,5.770481266154093e-07,False,False,False,False,False,B6.7,6.7843575e-07,2017-02-23T10:54:00.000,22.0,1.4295662253971386e-07,False
27,67.0,201702231414.0,541131720.0,3.149279450553877e-07,3.0387045057977957e-07,3.053858108614804e-07,2.9409520152512414e-07,False,False,False,False,False,B3.1,3.1389007e-07,2017-02-23T14:28:00.000,14.0,1.11202666630561e-07,False
28,69.0,201702232032.0,541153320.0,1.8565691561889253e-07,1.6790586698789411e-07,2.2966104040733626e-07,1.8379955690761562e-07,False,False,False,False,False,C2.0,2.0385078e-06,2017-02-23T20:53:00.000,21.0,1.4547784132901143e-07,False
29,70.0,201702240003.0,541166940.0,3.7164727473282255e-07,2.794583338072698e-07,2.831590961704933e-07,2.2828146484243916e-07,False,False,False,False,False,C1.6,1.6509745e-06,2017-02-24T00:12:00.000,9.0,1.1399695409863853e-07,False
